Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
81300,6,37,26
81400,6,38,24
81500,6,30,29
81600,6,22,26
81700,6,29,26
81800,6,33,28
81900,6,34,27
82000,6,31,27
82100,6,24,26
82200,6,26,25
82300,6,35,25
82400,6,39,20
82500,6,46,22
82600,6,45,23
82700,6,36,26
82800,6,42,25
82900,6,32,24
83000,6,21,29
83100,6,37,24
83200,6,36,23
83300,6,37,31
83400,6,46,24
83500,6,42,23
83600,6,35,26
83700,6,38,21
83800,6,39,22
83900,6,52,21
84000,6,23,25
84100,6,24,20
84200,6,31,26
84300,6,41,21
84400,6,29,27
84500,6,48,24
84600,6,32,23
84700,6,28,35
84800,6,37,30
84900,6,33,22
85000,6,34,19
85100,6,27,22
85200,6,35,22
85300,6,44,21
85400,6,28,31
85500,6,35,18
85600,6,43,23
85700,6,33,26
85800,6,32,25
85900,6,44,23
86000,6,35,25
86100,6,42,21
86200,6,36,24
86300,6,33,26
86400,6,43,17
86500,6,27,31
86600,6,31,28
86700,6,48,20
86800,6,40,26
86900,6,28,21
87000,6,40,29
87100,6,30,22
87200,6,46,24
87300,6,33,28
87400,6,51,25
87500,6,46,27
87600,6,53,17
87700,6,30,27
87800,6,41,22
87900,6,35,20
88000,6,44,18
88100,6,36,27
88200,6,41,22
88300,6,50,22
88400,6,42,25
88500,6,28,20
88600,6,31,21
88700,6,29,25
88800,6,29,24
88900,6,40,22
89000,6,38,27
89100,6,38,25
89200,6,29,29
89300,6,43,23
89400,6,34,30
89500,6,37,22
89600,6,32,19
89700,6,38,18
89800,6,37,28
89900,6,42,18
90000,6,26,22
90100,6,25,23
90200,6,41,19
90300,6,42,24
90400,6,39,19
90500,6,43,25
90600,6,31,24
90700,6,36,25
90800,6,19,28
90900,6,34,25
91000,6,37,20
91100,6,45,21
91200,6,41,28
91300,6,39,22
91400,6,46,17
91500,6,24,30
91600,6,40,20
91700,6,42,19
91800,6,38,16
91900,6,38,23
92000,6,29,25
92100,6,32,29
92200,6,26,22
92300,6,35,31
92400,6,44,23
92500,6,27,33
92600,6,29,28
92700,6,38,28
92800,6,45,25
92900,6,36,27
93000,6,41,19
93100,6,37,26
93200,6,37,26
93300,6,45,18
93400,6,46,20
93500,6,40,22
93600,6,37,23
93700,7,47,24
93800,7,55,22
93900,7,51,23
94000,7,41,27
94100,7,33,29
94200,7,38,30
94300,7,57,20
94400,7,56,20
94500,7,52,19
94600,7,45,22
94700,7,46,25
94800,7,35,28
94900,7,46,20
95000,7,53,24
95100,7,63,23
95200,7,47,20
95300,7,63,22
95400,7,61,21
95500,7,46,23
95600,7,25,24
95700,7,49,21
95800,7,41,22
95900,7,35,22
96000,7,51,15
96100,7,50,25
96200,7,34,24
96300,7,41,23
96400,7,51,20
96500,7,55,21
96600,7,55,22
96700,7,45,24
96800,7,64,15
96900,7,52,24
97000,7,73,24
97100,7,52,25
97200,7,46,22
97300,7,50,23
97400,7,47,31
97500,7,51,28
97600,7,33,26
97700,7,40,23
97800,7,61,22
97900,7,44,25
98000,7,42,22
98100,7,46,25
98200,7,42,23
98300,7,35,29
98400,7,47,25
98500,7,43,24
98600,7,48,27
98700,7,41,26
98800,7,56,22
98900,7,61,22
99000,7,39,26
99100,7,49,25
