Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
1130000,22.97,582,9
1131000,22.93,566,7
1132000,22.79,538,5
1133000,22.92,541,11
1134000,22.83,607,7
1135000,23.01,590,5
1136000,22.84,575,7
1137000,22.95,608,7
1138000,22.93,543,8
1139000,23.24,582,6
1140000,23.01,553,6
1141000,23.09,599,9
1142000,23.12,605,9
1143000,23.11,563,8
1144000,23.02,587,9
1145000,23.18,557,11
1146000,23.01,573,9
1147000,23.22,556,10
1148000,23.28,588,10
1149000,23.21,542,8
1150000,23.37,576,3
1151000,23.09,575,1
1152000,23.3,604,5
1153000,23.25,586,6
1154000,23.35,564,4
1155000,23.35,632,4
1156000,23.27,581,6
1157000,23.45,591,3
1158000,23.37,544,11
1159000,23.5,608,8
1160000,23.3,618,10
1161000,23.58,597,11
1162000,23.51,571,7
1163000,23.52,597,6
1164000,23.47,611,7
1165000,23.33,577,10
1166000,23.37,566,4
1167000,23.59,555,5
1168000,23.52,588,6
1169000,23.55,601,11
1170000,23.63,558,8
1171000,23.61,565,9
1172000,23.62,603,8
1173000,23.63,636,6
1174000,23.71,627,6
1175000,23.88,593,6
1176000,23.61,625,8
1177000,23.74,619,3
1178000,23.89,578,8
1179000,23.87,597,11
1180000,23.93,653,6
1181000,23.61,592,5
1182000,23.87,565,5
1183000,24,599,8
1184000,24.07,609,6
1185000,23.89,638,7
1186000,23.94,606,8
1187000,23.98,590,7
1188000,24.01,622,8
1189000,24.18,605,6
1190000,24.06,605,12
1191000,23.9,593,4
1192000,24.16,633,9
1193000,24.1,576,8
1194000,24.07,625,4
1195000,24.14,590,8
1196000,24.1,578,6
1197000,24.21,591,6
1198000,24.2,653,9
1199000,24.24,619,8
1200000,24.21,603,3
1201000,24.23,602,9
1202000,24.28,616,5
1203000,24.22,593,6
1204000,24.35,578,4
1205000,24.37,594,10
1206000,24.41,610,9
1207000,24.25,611,8
1208000,24.28,609,6
1209000,24.55,608,6
1210000,24.49,641,5
1211000,24.65,639,5
1212000,24.62,626,8
1213000,24.54,600,7
1214000,24.55,674,7
1215000,24.46,580,8
1216000,24.5,586,9
1217000,24.45,621,5
1218000,24.6,638,4
1219000,24.57,622,10
1220000,24.67,602,9
1221000,24.63,635,12
1222000,24.73,622,7
1223000,24.87,579,6
1224000,24.71,649,10
1225000,24.52,595,8
1226000,24.71,567,5
1227000,24.85,625,7
1228000,24.95,647,6
1229000,24.84,645,3
1230000,24.7,627,7
1231000,25.15,619,8
1232000,25.1,658,12
1233000,24.86,626,6
1234000,24.86,586,13
1235000,24.91,593,9
1236000,24.77,600,9
1237000,25.08,656,7
1238000,25.07,586,7
1239000,25.01,623,14
1240000,24.93,630,8
1241000,24.92,632,13
1242000,25.08,635,5
1243000,25.01,641,4
1244000,25.12,610,8
1245000,25.03,569,3
1246000,25.11,634,11
1247000,25.27,664,6
