Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
1363000,95,935,10
1364000,95,954,10
1365000,95,996,16
1366000,95,952,16
1367000,95,914,16
1368000,95,947,13
1369000,95,944,15
1370000,95,942,11
1371000,95,969,12
1372000,95,989,11
1373000,95,942,9
1374000,95,958,7
1375000,95,908,11
1376000,96,968,10
1377000,96,951,17
1378000,96,916,14
1379000,96,947,10
1380000,96,986,12
1381000,96,925,11
1382000,96,931,12
1383000,96,919,15
1384000,96,1018,14
1385000,96,937,10
1386000,96,987,13
1387000,96,972,8
1388000,96,973,13
1389000,96,978,12
1390000,97,993,13
1391000,97,930,10
1392000,97,958,14
1393000,97,1007,8
1394000,97,971,11
1395000,97,953,12
1396000,97,990,12
1397000,97,930,13
1398000,97,1026,14
1399000,97,1001,7
1400000,97,951,11
1401000,97,973,16
1402000,97,966,9
1403000,97,981,11
1404000,98,1016,11
1405000,98,958,10
1406000,98,962,8
1407000,98,992,10
1408000,98,954,10
1409000,98,947,11
1410000,98,949,7
1411000,98,1013,13
1412000,98,981,12
1413000,98,944,14
1414000,98,1055,12
1415000,98,944,10
1416000,98,999,11
1417000,98,991,14
1418000,98,989,17
1419000,99,1002,11
1420000,99,983,14
1421000,99,999,7
1422000,99,1006,16
1423000,99,954,12
1424000,99,1046,15
1425000,99,982,9
1426000,99,1026,10
1427000,99,997,9
1428000,99,984,10
1429000,99,953,13
1430000,99,1020,7
1431000,99,1026,12
1432000,99,923,14
1433000,100,1002,6
1434000,100,998,8
1435000,100,1036,9
1436000,100,1086,14
1437000,100,1021,12
1438000,100,988,15
1439000,100,1047,16
1440000,100,987,8
1441000,100,977,11
1442000,100,979,6
1443000,100,1021,10
1444000,100,1033,15
1445000,100,959,13
1446000,100,988,14
1447000,100,1034,10
1448000,101,1036,15
1449000,101,984,10
1450000,101,976,9
1451000,101,1014,6
1452000,101,1032,14
1453000,101,1018,13
1454000,101,1054,16
1455000,101,1088,8
1456000,101,1076,15
1457000,101,1018,10
1458000,101,983,27
1459000,101,994,15
1460000,101,1026,11
1461000,101,999,11
1462000,102,994,14
1463000,102,974,16
1464000,102,980,6
1465000,102,1014,12
1466000,102,1028,20
1467000,102,1034,10
1468000,102,1051,14
1469000,102,1052,17
1470000,102,1040,9
1471000,102,999,14
1472000,102,1014,17
1473000,102,1010,8
1474000,102,1048,12
1475000,102,1081,17
1476000,102,1044,8
1477000,103,1011,15
1478000,103,1015,14
