Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
382000,26.516666666666666,264,2
383000,26.733333333333334,245,5
384000,26.616666666666667,245,7
385000,26.716666666666665,275,1
386000,26.833333333333332,277,2
387000,27.0,255,6
388000,26.983333333333334,282,2
389000,27.05,294,0
390000,27.05,263,3
391000,27.1,249,3
392000,27.116666666666667,281,0
393000,27.166666666666668,298,1
394000,27.25,261,4
395000,27.35,285,3
396000,27.483333333333334,276,1
397000,27.566666666666666,277,3
398000,27.65,271,2
399000,27.8,282,1
400000,27.783333333333335,299,0
401000,27.85,294,1
402000,27.966666666666665,243,3
403000,28.016666666666666,278,1
404000,27.983333333333334,249,3
405000,28.1,273,1
406000,28.15,306,0
407000,28.15,289,1
408000,28.4,285,2
409000,28.483333333333334,276,3
410000,28.466666666666665,290,0
411000,28.483333333333334,269,2
412000,28.566666666666666,306,1
413000,28.783333333333335,276,2
414000,28.716666666666665,288,2
415000,28.85,279,2
416000,28.916666666666668,278,3
417000,29.033333333333335,287,1
418000,28.983333333333334,265,2
419000,28.983333333333334,309,2
420000,29.116666666666667,322,0
421000,29.233333333333334,313,1
422000,29.333333333333332,294,3
423000,29.35,277,5
424000,29.316666666666666,270,2
425000,29.5,297,3
426000,29.7,318,1
427000,29.633333333333333,267,1
428000,29.8,286,3
429000,29.733333333333334,321,0
430000,29.983333333333334,297,1
431000,29.983333333333334,294,1
432000,29.983333333333334,270,1
433000,30.066666666666666,293,3
434000,30.066666666666666,309,2
435000,30.2,281,4
436000,30.233333333333334,301,0
437000,30.216666666666665,285,1
438000,30.3,283,4
439000,30.366666666666667,326,0
440000,30.5,291,0
441000,30.583333333333332,307,0
442000,30.833333333333332,311,2
443000,30.783333333333335,286,0
444000,30.8,300,0
445000,30.95,332,0
446000,31.0,286,2
447000,31.083333333333332,324,1
448000,31.0,311,1
449000,31.116666666666667,338,1
450000,31.166666666666668,303,1
451000,31.216666666666665,303,0
452000,31.333333333333332,319,1
453000,31.366666666666667,275,2
454000,31.566666666666666,316,0
455000,31.666666666666668,323,0
456000,31.7,323,1
457000,31.85,313,3
458000,31.9,306,2
459000,32.0,318,1
460000,31.933333333333334,294,2
461000,31.95,315,1
462000,32.0,326,1
463000,32.083333333333336,338,1
464000,32.11666666666667,306,1
465000,32.166666666666664,324,0
466000,32.28333333333333,285,2
467000,32.36666666666667,325,1
468000,32.38333333333333,290,2
469000,32.63333333333333,338,0
470000,32.7,348,0
471000,32.766666666666666,297,1
472000,32.85,315,1
473000,32.95,363,0
474000,32.93333333333333,341,0
475000,33.0,326,0
476000,33.03333333333333,338,0
477000,33.083333333333336,336,1
478000,33.266666666666666,355,0
479000,33.083333333333336,347,1
480000,33.36666666666667,302,2
481000,33.333333333333336,356,1
482000,33.46666666666667,329,0
483000,33.55,346,1
484000,33.63333333333333,364,0
485000,33.8,355,0
486000,33.8,364,0
487000,33.95,326,0
488000,33.9,320,1
489000,34.0,348,0
490000,34.03333333333333,343,2
491000,34.03333333333333,320,1
492000,34.083333333333336,356,0
493000,34.25,337,2
494000,34.3,320,0
495000,34.333333333333336,363,0
496000,34.38333333333333,353,0
497000,34.583333333333336,320,2
498000,34.6,355,1
499000,34.7,333,0
500000,34.81666666666667,375,0
501000,34.78333333333333,346,0
502000,34.95,367,1
503000,34.93333333333333,345,1
504000,35.0,339,0
505000,35.03333333333333,345,1
506000,35.11666666666667,321,2
507000,35.18333333333333,345,1
508000,35.13333333333333,348,2
509000,35.266666666666666,347,1
510000,35.416666666666664,329,0
511000,35.516666666666666,341,1
512000,35.61666666666667,354,0
513000,35.56666666666667,362,0
514000,35.78333333333333,336,1
515000,35.81666666666667,340,0
516000,35.85,353,0
517000,35.916666666666664,373,1
518000,35.983333333333334,332,1
519000,36.06666666666667,367,0
520000,36.13333333333333,381,0
521000,36.1,380,0
522000,36.166666666666664,354,0
523000,36.233333333333334,339,0
524000,36.3,356,0
525000,36.483333333333334,338,3
526000,36.5,400,0
527000,36.7,383,1
528000,36.7,381,0
529000,36.733333333333334,379,0
530000,36.86666666666667,331,2
531000,36.95,371,0
532000,37.0,380,0
533000,36.983333333333334,385,0
534000,37.016666666666666,370,1
535000,37.083333333333336,389,0
536000,37.233333333333334,368,1
537000,37.233333333333334,411,0
538000,37.4,373,1
539000,37.483333333333334,376,0
540000,37.46666666666667,357,0
541000,37.6,364,0
542000,37.71666666666667,380,0
543000,37.7,382,0
544000,37.81666666666667,400,0
545000,37.9,383,1
546000,37.93333333333333,371,0
547000,37.983333333333334,409,0
548000,38.0,367,0
549000,38.1,372,0
550000,38.13333333333333,399,0
551000,38.18333333333333,378,0
552000,38.36666666666667,400,0
553000,38.36666666666667,369,1
554000,38.46666666666667,377,1
555000,38.61666666666667,385,1
556000,38.75,397,0
557000,38.766666666666666,386,0
558000,38.95,383,0
559000,38.766666666666666,372,0
560000,38.95,438,0
561000,38.88333333333333,371,1
562000,38.96666666666667,366,0
563000,39.03333333333333,366,0
564000,39.166666666666664,389,0
565000,39.25,408,0
566000,39.266666666666666,391,1
567000,39.43333333333333,381,0
568000,39.46666666666667,419,0
569000,39.55,389,0
570000,39.68333333333333,383,0
571000,39.7,397,0
572000,39.8,375,2
573000,39.833333333333336,379,0
574000,39.96666666666667,388,0
575000,39.95,420,0
576000,39.983333333333334,418,0
577000,40.11666666666667,406,0
578000,40.11666666666667,407,1
579000,40.1,394,0
580000,40.233333333333334,418,0
581000,40.28333333333333,427,0
582000,40.4,388,0
583000,40.583333333333336,369,0
584000,40.53333333333333,426,0
585000,40.68333333333333,401,0
586000,40.7,429,0
587000,40.81666666666667,406,0
588000,40.88333333333333,418,0
589000,40.916666666666664,396,0
590000,40.95,408,2
591000,41.05,465,0
592000,41.03333333333333,423,0
593000,41.1,360,2
594000,41.15,459,0
595000,41.35,449,0
596000,41.333333333333336,409,0
597000,41.6,406,0
598000,41.5,431,1
599000,41.6,417,0
600000,41.766666666666666,443,0
601000,41.71666666666667,434,0
602000,41.93333333333333,437,0
603000,41.85,433,0
604000,41.96666666666667,448,0
605000,42.016666666666666,446,0
606000,42.05,402,0
607000,42.166666666666664,413,0
608000,42.21666666666667,423,1
609000,42.28333333333333,443,0
610000,42.45,412,1
611000,42.416666666666664,407,0
612000,42.53333333333333,396,0
613000,42.65,453,0
614000,42.733333333333334,428,0
615000,42.833333333333336,429,1
616000,42.833333333333336,442,0
617000,42.95,428,0
618000,42.93333333333333,452,0
619000,43.03333333333333,439,0
620000,43.05,418,0
621000,43.13333333333333,451,0
622000,43.11666666666667,408,0
623000,43.18333333333333,441,0
624000,43.31666666666667,409,0
625000,43.38333333333333,385,1
626000,43.516666666666666,435,0
627000,43.55,460,0
628000,43.68333333333333,395,0
629000,43.6,419,0
630000,43.78333333333333,432,0
631000,43.86666666666667,450,0
632000,43.96666666666667,459,0
633000,43.96666666666667,417,0
634000,44.0,420,0
635000,44.016666666666666,469,0
636000,44.0,452,0
637000,44.15,443,0
638000,44.25,440,0
639000,44.333333333333336,445,0
640000,44.5,436,1
641000,44.483333333333334,451,0
642000,44.61666666666667,426,0
643000,44.61666666666667,425,0
644000,44.766666666666666,441,0
645000,44.81666666666667,435,0
646000,44.9,441,0
647000,44.9,446,0
648000,44.96666666666667,443,0
649000,45.0,454,0
650000,45.11666666666667,456,0
651000,45.15,446,0
652000,45.31666666666667,447,0
653000,45.3,485,0
654000,45.38333333333333,494,1
655000,45.5,482,0
656000,45.7,457,0
657000,45.63333333333333,426,0
658000,45.7,441,0
659000,45.81666666666667,449,0
660000,45.93333333333333,468,0
661000,45.95,441,0
662000,45.93333333333333,433,0
663000,46.0,434,0
664000,46.1,452,0
665000,46.11666666666667,462,0
666000,46.21666666666667,470,0
667000,46.21666666666667,435,0
668000,46.266666666666666,474,0
669000,46.43333333333333,427,0
670000,46.55,482,0
671000,46.6,438,0
672000,46.766666666666666,500,0
673000,46.78333333333333,475,0
674000,46.833333333333336,486,0
675000,46.85,482,0
676000,47.05,523,0
677000,46.983333333333334,476,0
678000,47.1,478,0
679000,47.1,470,0
680000,47.166666666666664,455,0
681000,47.25,468,0
682000,47.333333333333336,476,0
683000,47.38333333333333,467,0
684000,47.583333333333336,496,0
685000,47.63333333333333,470,0
686000,47.63333333333333,510,0
687000,47.75,489,0
688000,47.833333333333336,518,0
689000,47.81666666666667,488,0
690000,47.88333333333333,444,0
691000,48.03333333333333,472,0
692000,48.0,481,0
693000,48.166666666666664,485,0
694000,48.166666666666664,517,0
695000,48.2,507,0
696000,48.35,477,1
697000,48.4,507,0
698000,48.483333333333334,474,0
699000,48.483333333333334,523,0
700000,48.61666666666667,487,0
701000,48.68333333333333,466,0
702000,48.833333333333336,517,0
703000,48.8,449,0
704000,48.93333333333333,489,0
705000,48.96666666666667,457,0
706000,49.03333333333333,520,0
707000,49.1,511,0
708000,49.06666666666667,480,0
709000,49.15,512,0
710000,49.15,526,0
711000,49.31666666666667,494,0
712000,49.45,462,0
713000,49.666666666666664,487,0
714000,49.53333333333333,471,0
715000,49.68333333333333,546,0
716000,49.8,535,0
717000,49.86666666666667,505,0
718000,49.93333333333333,535,0
719000,49.96666666666667,544,0
720000,50.0,469,0
721000,50.05,516,0
722000,50.016666666666666,489,0
723000,50.166666666666664,525,0
724000,50.28333333333333,495,0
725000,50.28333333333333,506,0
726000,50.416666666666664,506,1
727000,50.46666666666667,501,0
728000,50.65,508,0
729000,50.733333333333334,549,0
730000,50.75,514,0
731000,50.833333333333336,508,0
732000,50.95,498,0
733000,50.88333333333333,530,0
734000,50.9,509,0
735000,51.1,482,0
736000,51.06666666666667,529,0
737000,51.15,532,0
738000,51.2,514,0
739000,51.2,512,1
740000,51.3,526,0
741000,51.46666666666667,497,0
742000,51.56666666666667,572,0
743000,51.65,524,0
744000,51.63333333333333,561,0
745000,51.8,506,0
746000,51.9,526,0
747000,51.916666666666664,552,0
748000,51.93333333333333,499,0
749000,51.96666666666667,546,0
750000,52.11666666666667,487,0
751000,52.083333333333336,520,0
752000,52.166666666666664,522,0
753000,52.21666666666667,530,0
754000,52.28333333333333,519,0
755000,52.38333333333333,561,0
756000,52.5,528,0
757000,52.6,504,0
758000,52.733333333333334,550,0
759000,52.733333333333334,518,0
760000,52.85,541,0
761000,52.916666666666664,522,0
762000,53.03333333333333,517,0
763000,52.95,538,0
764000,53.083333333333336,523,0
765000,53.06666666666667,565,0
766000,53.13333333333333,529,0
767000,53.11666666666667,546,0
768000,53.233333333333334,518,0
769000,53.36666666666667,556,0
770000,53.46666666666667,568,0
771000,53.56666666666667,541,1
772000,53.516666666666666,585,0
773000,53.666666666666664,541,0
774000,53.81666666666667,560,0
775000,53.86666666666667,548,0
776000,53.916666666666664,527,0
777000,54.0,518,0
778000,53.983333333333334,547,0
779000,54.083333333333336,497,0
780000,54.166666666666664,530,0
781000,54.166666666666664,542,0
782000,54.25,543,0
783000,54.3,540,0
784000,54.36666666666667,522,1
785000,54.53333333333333,530,0
786000,54.766666666666666,572,0
787000,54.733333333333334,539,0
788000,54.833333333333336,538,0
789000,54.766666666666666,532,0
790000,54.88333333333333,590,0
791000,55.0,555,0
792000,55.0,553,0
793000,55.0,551,0
794000,55.18333333333333,582,0
795000,55.2,571,0
796000,55.2,530,0
797000,55.36666666666667,541,0
798000,55.266666666666666,544,0
799000,55.61666666666667,538,0
800000,55.53333333333333,551,0
801000,55.65,554,0
802000,55.766666666666666,545,0
803000,55.81666666666667,582,0
804000,55.983333333333334,587,0
805000,55.983333333333334,614,0
806000,55.95,577,0
807000,56.06666666666667,575,0
808000,56.03333333333333,571,0
809000,56.05,583,0
810000,56.2,593,0
811000,56.266666666666666,596,0
812000,56.38333333333333,578,0
813000,56.3,519,0
814000,56.45,550,0
815000,56.6,600,0
816000,56.68333333333333,543,0
817000,56.78333333333333,572,0
818000,56.85,564,0
819000,56.88333333333333,552,0
820000,56.96666666666667,565,0
821000,57.05,539,0
822000,57.1,585,0
823000,57.11666666666667,575,0
824000,57.13333333333333,581,0
825000,57.18333333333333,571,0
826000,57.43333333333333,557,0
827000,57.38333333333333,572,0
828000,57.5,579,0
829000,57.55,587,0
830000,57.63333333333333,609,0
831000,57.78333333333333,590,0
832000,57.766666666666666,594,0
833000,57.833333333333336,599,0
834000,57.93333333333333,600,0
835000,58.016666666666666,565,0
836000,58.03333333333333,560,0
837000,58.06666666666667,646,0
838000,58.21666666666667,618,0
839000,58.18333333333333,570,0
840000,58.3,560,0
841000,58.46666666666667,604,0
842000,58.4,575,0
843000,58.483333333333334,606,0
844000,58.75,596,0
845000,58.81666666666667,516,0
846000,58.833333333333336,581,0
847000,58.81666666666667,592,0
848000,58.93333333333333,568,0
849000,58.96666666666667,599,0
850000,59.05,587,0
851000,59.083333333333336,593,0
852000,59.233333333333334,568,0
853000,59.21666666666667,607,0
854000,59.25,588,0
855000,59.3,631,0
856000,59.53333333333333,576,0
857000,59.516666666666666,579,0
858000,59.63333333333333,625,0
859000,59.733333333333334,637,0
860000,59.75,601,0
861000,59.833333333333336,574,0
862000,59.96666666666667,595,0
863000,59.9,602,0
864000,59.983333333333334,595,0
865000,60.083333333333336,598,0
866000,60.06666666666667,620,0
867000,60.2,586,0
868000,60.18333333333333,637,0
869000,60.36666666666667,590,0
870000,60.4,567,0
871000,60.46666666666667,630,0
872000,60.56666666666667,628,0
873000,60.61666666666667,656,0
874000,60.8,622,0
875000,60.81666666666667,635,0
876000,60.9,630,0
877000,60.88333333333333,629,0
878000,60.96666666666667,606,0
879000,61.0,601,0
880000,61.06666666666667,617,0
881000,61.11666666666667,606,0
882000,61.31666666666667,573,0
883000,61.233333333333334,608,0
884000,61.266666666666666,629,0
885000,61.483333333333334,599,0
886000,61.46666666666667,609,0
887000,61.7,625,0
888000,61.7,588,0
889000,61.75,653,0
890000,61.86666666666667,636,0
891000,61.916666666666664,603,0
892000,61.96666666666667,580,0
893000,62.05,630,0
894000,62.05,652,0
895000,62.18333333333333,656,0
896000,62.266666666666666,605,0
897000,62.266666666666666,617,0
898000,62.25,577,0
899000,62.416666666666664,603,0
900000,62.46666666666667,625,0
901000,62.35,600,0
902000,62.71666666666667,611,0
903000,62.71666666666667,615,0
904000,62.8,609,0
905000,62.85,637,0
906000,62.96666666666667,632,0
907000,63.06666666666667,622,0
908000,63.06666666666667,643,0
909000,63.1,635,0
910000,63.11666666666667,594,0
911000,63.21666666666667,661,0
912000,63.21666666666667,654,0
913000,63.36666666666667,626,0
914000,63.483333333333334,621,0
915000,63.55,616,0
916000,63.61666666666667,653,0
917000,63.75,608,0
918000,63.8,595,0
919000,63.9,656,0
920000,63.88333333333333,652,0
921000,64.0,620,0
922000,64.03333333333333,633,0
923000,64.08333333333333,651,0
924000,64.1,616,0
925000,64.2,648,0
926000,64.18333333333334,646,0
927000,64.3,644,0
928000,64.45,669,0
929000,64.45,640,0
930000,64.6,668,0
931000,64.63333333333334,672,0
932000,64.76666666666667,654,0
933000,64.75,668,0
934000,64.98333333333333,673,0
935000,64.98333333333333,663,0
936000,64.98333333333333,617,0
937000,65.01666666666667,665,0
938000,65.13333333333334,660,0
939000,65.15,617,0
940000,65.13333333333334,672,0
941000,65.31666666666666,673,0
942000,65.43333333333334,692,0
943000,65.48333333333333,625,0
944000,65.53333333333333,656,0
945000,65.6,652,0
946000,65.85,658,0
947000,65.73333333333333,642,0
948000,65.88333333333334,652,0
949000,65.93333333333334,669,0
950000,65.96666666666667,645,0
951000,66.06666666666666,685,0
952000,66.05,668,0
953000,66.1,678,0
954000,66.1,682,0
955000,66.26666666666667,674,0
956000,66.35,705,0
957000,66.35,652,0
958000,66.5,667,0
959000,66.6,641,0
960000,66.71666666666667,658,0
961000,66.9,688,0
962000,66.86666666666666,699,0
963000,66.9,664,0
964000,66.93333333333334,677,0
965000,67.03333333333333,663,0
966000,67.05,714,0
967000,67.11666666666666,636,0
968000,67.16666666666667,678,0
969000,67.23333333333333,666,0
970000,67.31666666666666,654,0
971000,67.35,647,0
972000,67.5,721,0
973000,67.65,696,0
974000,67.7,664,0
975000,67.8,667,0
976000,67.85,662,0
977000,67.93333333333334,652,0
978000,67.91666666666667,682,0
979000,67.93333333333334,694,0
980000,68.08333333333333,685,0
981000,68.11666666666666,690,0
982000,68.18333333333334,738,0
983000,68.16666666666667,604,0
984000,68.36666666666666,727,0
985000,68.36666666666666,701,0
986000,68.46666666666667,722,0
987000,68.48333333333333,671,0
988000,68.65,682,0
989000,68.66666666666667,722,0
990000,68.88333333333334,704,0
991000,68.9,656,0
992000,68.95,657,0
993000,68.95,660,0
994000,69.03333333333333,707,0
995000,69.1,684,0
996000,69.15,703,0
997000,69.13333333333334,676,0
998000,69.31666666666666,681,0
999000,69.28333333333333,679,0
1000000,69.41666666666667,742,0
1001000,69.5,750,0
1002000,69.56666666666666,700,0
1003000,69.76666666666667,723,0
1004000,69.8,646,0
1005000,69.85,688,0
1006000,69.9,667,0
1007000,69.9,664,0
1008000,69.98333333333333,673,0
1009000,70.08333333333333,719,0
1010000,70.08333333333333,717,0
1011000,70.21666666666667,744,0
1012000,70.2,722,0
1013000,70.45,692,0
1014000,70.35,723,0
1015000,70.35,690,0
1016000,70.58333333333333,697,0
1017000,70.61666666666666,720,0
1018000,70.83333333333333,727,0
1019000,70.86666666666666,736,0
1020000,70.83333333333333,742,0
1021000,70.95,710,0
