Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
1258000,87,872,0
1259000,87,862,0
1260000,87,828,0
1261000,88,882,0
1262000,88,865,0
1263000,88,842,0
1264000,88,886,0
1265000,88,866,0
1266000,88,872,0
1267000,88,961,0
1268000,88,855,0
1269000,88,891,0
1270000,88,902,0
1271000,88,859,0
1272000,88,918,0
1273000,88,914,0
1274000,88,865,0
1275000,89,866,0
1276000,89,907,0
1277000,89,882,0
1278000,89,897,0
1279000,89,902,0
1280000,89,849,0
1281000,89,870,0
1282000,89,904,0
1283000,89,887,0
1284000,89,924,0
1285000,89,886,0
1286000,89,859,0
1287000,89,910,0
1288000,89,875,0
1289000,90,903,0
1290000,90,944,0
1291000,90,894,0
1292000,90,856,0
1293000,90,863,0
1294000,90,878,0
1295000,90,883,0
1296000,90,943,0
1297000,90,908,0
1298000,90,874,0
1299000,90,916,0
1300000,90,911,0
1301000,90,941,0
1302000,90,875,0
1303000,90,910,0
1304000,91,909,0
1305000,91,945,0
1306000,91,904,0
1307000,91,924,0
1308000,91,938,0
1309000,91,904,0
1310000,91,881,0
1311000,91,878,0
1312000,91,891,0
1313000,91,880,0
1314000,91,893,0
1315000,91,921,0
1316000,91,944,0
1317000,91,973,0
1318000,92,891,0
1319000,92,912,0
1320000,92,895,0
1321000,92,943,0
1322000,92,943,0
1323000,92,883,0
1324000,92,898,0
1325000,92,890,0
1326000,92,955,0
1327000,92,920,0
1328000,92,962,0
1329000,92,905,0
1330000,92,921,0
1331000,92,973,0
1332000,92,935,0
1333000,93,963,0
1334000,93,973,0
1335000,93,914,0
1336000,93,898,0
1337000,93,943,0
1338000,93,959,0
1339000,93,900,0
1340000,93,920,0
1341000,93,916,0
1342000,93,925,0
1343000,93,929,0
1344000,93,956,0
1345000,93,953,0
1346000,93,952,0
1347000,94,902,0
1348000,94,973,0
1349000,94,952,0
1350000,94,922,0
1351000,94,1012,0
1352000,94,977,0
1353000,94,924,0
1354000,94,963,0
1355000,94,952,0
1356000,94,964,0
1357000,94,940,0
1358000,94,922,0
1359000,94,938,0
1360000,94,938,0
1361000,95,932,0
1362000,95,951,0
1363000,95,903,0
1364000,95,973,0
1365000,95,970,0
1366000,95,956,0
1367000,95,968,0
1368000,95,966,0
1369000,95,963,0
1370000,95,998,0
1371000,95,944,0
1372000,95,944,0
1373000,95,912,0
1374000,95,987,0
1375000,95,959,0
1376000,96,957,0
1377000,96,977,0
1378000,96,952,0
1379000,96,933,0
1380000,96,943,0
1381000,96,953,0
1382000,96,932,0
1383000,96,944,0
1384000,96,949,0
1385000,96,1015,0
1386000,96,980,0
1387000,96,946,0
1388000,96,971,0
1389000,96,929,0
1390000,97,998,0
1391000,97,1023,0
1392000,97,1044,0
1393000,97,988,0
1394000,97,988,0
1395000,97,973,0
1396000,97,962,0
1397000,97,1004,0
1398000,97,963,0
1399000,97,985,0
1400000,97,927,0
1401000,97,950,0
1402000,97,961,0
1403000,97,987,0
1404000,98,1045,0
1405000,98,1010,0
1406000,98,985,0
1407000,98,935,0
1408000,98,971,0
1409000,98,977,0
1410000,98,985,0
1411000,98,990,0
